Input Term,isAcronym,Extracted Term,isDescription,Description,Context
Alarm systems,False,,False,,
Aircraft manufacture Alcoholic beverages,False,,False,,
Alcoholism,False,,False,,
Algae,False,,False,,
Algebra,False,,False,,
Aircraft navigation,False,,False,,
Algorithm design and analysis,False,,False,,
Aircraft propulsion,False,,False,,
Algorithm design and theory,False,,False,,
Algorithmic efficiency,False,,False,,
All-optical networks,False,,False,,
Alloying,False,,False,,
Alternators,False,,False,,
Aluminum nitride,False,,False,,
Altimetry,False,,False,,
Aluminum oxide,False,,False,,
Alzheimer's disease,False,,False,,
Ambient assisted living,False,,False,,
Aluminum Ambient intelligence,False,,False,,
Amplifiers,False,,False,,
Americium,False,,False,,
Amino acids,False,,False,,
Ammeters,False,,False,,
Amniocentesis,False,,False,,
Amniotic fluid,False,,False,,
Amplitude estimation,False,,False,,
Amplitude modulation,False,,False,,
Amorphous magnetic materials,False,,False,,
Analog circuits,False,,False,,
Analog memory,False,,False,,
Analog processing circuits,False,,False,,
Analog computers,False,,False,,
Analog TV,True,TV,False,,
Analog integrated circuits,False,,False,,
Analog-digital integrated circuits,False,,False,,
Analysis of variance,False,,False,,
Analytic hierarchy process,False,,False,,
Analytical models,False,,False,,
Anatomical structure,False,,False,,
Anatomy,False,,False,,
Angular velocity control,False,,False,,
Androids,False,,False,,
Animal behavior,False,,False,,
Anechoic chambers Animal structures,False,,False,,
Animals,False,,False,,
Anesthesia,False,,False,,
Anesthesiology,False,,False,,
Anesthetic drugs,False,,False,,
Aneurysm,False,,False,,
Animation,False,,False,,
Angiocardiography,False,,False,,
Anodes,False,,False,,
Anomaly detection,False,,False,,
Anisotropic magnetoresistance,False,,False,,
ANSI,True,ANSI,False,,
ANSI Standards,True,ANSI,False,,
Ant colony optimization,False,,False,,
Antarctica,False,,False,,
Antenna accessories,False,,False,,
Annealing Antenna arrays,False,,False,,
Antenna feeds,False,,False,,
Antenna measurements,False,,False,,
Antenna radiation patterns,False,,False,,
Antenna theory,False,,False,,
Anthropomorphism,False,,False,,
Antiferromagnetic materials,False,,False,,
Antiferromagnetic resonance,False,,False,,
Anti-freeze,False,,False,,
Anti-fungal,False,,False,,
Anti-parasitical,False,,False,,
Antimony,False,,False,,
Anti-virus software,False,,False,,
AODV,True,AODV,False,,
Aperture antennas,False,,False,,
Application specific processors,False,,False,,
Aperture coupled antennas,False,,False,,
Application virtualization,False,,False,,
Apertures,False,,False,,
Applicators,False,,False,,
Appraisal,False,,False,,
Application programming interfaces,False,,False,,
Appropriate technology,False,,False,,
Application security Approximate computing,False,,False,,
Application software,False,,False,,
Architecture,False,,False,,
Architecture description languages,False,,False,,
Aquaculture,False,,False,,
Arctic,False,,False,,
Aquatic robots,False,,False,,
Area measurement,False,,False,,
Argon,False,,False,,
Arithmetic,False,,False,,
Arc discharges,False,,False,,
Armature,False,,False,,
Arsenic compounds,False,,False,,
Art,False,,False,,
Array signal processing,False,,False,,
Arterial blood circulation,False,,False,,
Arterial blood pressure,False,,False,,
Arterial occlusion,False,,False,,
Arrayed waveguide gratings,False,,False,,
Arrays Arteries,False,,False,,
Arthritis,False,,False,,
Artificial bee colony algorithm,False,,False,,
Artificial biological organs,False,,False,,
Artificial heart,False,,False,,
Artificial limbs,False,,False,,
Artificial immune systems,False,,False,,
Aspirin,False,,False,,
Artificial satellites,False,,False,,
Assembly,False,,False,,
ASA,True,ASA,False,,
ASA Standards,True,ASA,False,,
Assembly systems,False,,False,,
Ash,False,,False,,
Asia,False,,False,,
Astrochemistry,False,,False,,
Assistive devices,False,,False,,
Astronomy,False,,False,,
Assistive technology,False,,False,,
Astrophysics,False,,False,,
Asymptotic stability,False,,False,,
Asynchronous circuits,False,,False,,
Asynchronous communication,False,,False,,
Association rules,False,,False,,
Asynchronous transfer mode,False,,False,,
Associative memory,False,,False,,
Atmospheric measurements,False,,False,,
Atomic beams,False,,False,,
Atomic clocks,False,,False,,
Atmospheric modeling,False,,False,,
Atmospheric pressure chemical vapor,False,,False,,
deposition,False,,False,,
Atomic force microscopy,False,,False,,
Atmospheric waves,False,,False,,
Atmospheric-pressure plasmas,False,,False,,
Audio compression,False,,False,,
Atrial fibrillation,False,,False,,
Audio databases,False,,False,,
Atrophy,False,,False,,
Attenuation,False,,False,,
Audio recording,False,,False,,
Audio systems,False,,False,,
Attenuation measurement,False,,False,,
Attenuators,False,,False,,
Attitude control,False,,False,,
Audio-visual systems,False,,False,,
Australia,False,,False,,
Authentication,False,,False,,
Auditory displays,False,,False,,
Authoring systems,False,,False,,
Auditory implants,False,,False,,
Auditory system,False,,False,,
Authorization,False,,False,,
Automatic programming,False,,False,,
Automated highways,False,,False,,
Automatic repeat request,False,,False,,
Automatic speech recognition,False,,False,,
Automatic test equipment,False,,False,,
Automatic control,False,,False,,
Automatic frequency control Automatic test pattern generation,False,,False,,
Automatic generation control,False,,False,,
Automatic testing,False,,False,,
Automotive components,False,,False,,
Automobile manufacture,False,,False,,
Automotive electronics,False,,False,,
Automotive engineering,False,,False,,
Autonomous mental development,False,,False,,
Automotive materials,False,,False,,
Autonomous robots,False,,False,,
Autonomic nervous system,False,,False,,
Autonomic systems Autonomous systems,False,,False,,
Autonomous aerial vehicles,False,,False,,
Autonomous agents,False,,False,,
Autonomous underwater vehicles,False,,False,,
Autonomous automobiles,False,,False,,
Autonomous vehicles,False,,False,,
AWGN,True,AWGN,False,,
Autoregressive processes,False,,False,,
AWGN channels,True,AWGN,False,,
Auxetic materials,False,,False,,
Axilla,False,,False,,
Auxiliary transmitters Axles,False,,False,,
Availability,False,,False,,
Axons,False,,False,,
Avalanche breakdown,False,,False,,
Azimuth,False,,False,,
Avalanche photodiodes,False,,False,,
Avatars Azimuthal angle,False,,False,,
Backscatter,False,,False,,
B-ISDN,True,B-ISDN,False,,
Backstepping,False,,False,,
Bacterial infections,False,,False,,
Bagging,False,,False,,
Back,False,,False,,
Ball bearings,False,,False,,
Background noise,False,,False,,
Backplanes,False,,False,,
Baluns,False,,False,,
Bamboo,False,,False,,
Bang-bang control,False,,False,,
Banking,False,,False,,
Bankruptcy,False,,False,,
Band-pass filters,False,,False,,
Bar codes,False,,False,,
Barium,False,,False,,
Bars,False,,False,,
Basal ganglia,False,,False,,
Base stations,False,,False,,
Battery charge measurement,False,,False,,
Baseband,False,,False,,
Battery chargers,False,,False,,
Basis algorithms,False,,False,,
Battery management systems,False,,False,,
Bayes methods,False,,False,,
Bean model,False,,False,,
Behavioral sciences,False,,False,,
Belief propagation,False,,False,,
Bellows,False,,False,,
Beak,False,,False,,
Beam steering,False,,False,,
Benchmark testing,False,,False,,
Beverage industry,False,,False,,
Benign tumors,False,,False,,
Bibliographies,False,,False,,
Bibliometrics,False,,False,,
BiCMOS integrated circuits,True,BiCMOS,False,,
Berkelium,False,,False,,
Berry phase,False,,False,,
Bicycles,False,,False,,
Beryllium,False,,False,,
Bidirectional control,False,,False,,
Big Data,False,,False,,
Binary search trees,False,,False,,
Binary sequences,False,,False,,
Binary trees,False,,False,,
Big Data applications,False,,False,,
Bio-inspired computing,False,,False,,
Billets,False,,False,,
Bills of materials,False,,False,,
Binary codes,False,,False,,
Biochemistry,False,,False,,
Bioelectric phenomena,False,,False,,
Biofuels,False,,False,,
Biochips,False,,False,,
Biogeography,False,,False,,
Biographies,False,,False,,
Biohazards,False,,False,,
Biological information theory,False,,False,,
Biological cells,False,,False,,
Biological interactions,False,,False,,
Biological materials,False,,False,,
Biological control systems,False,,False,,
Biological neural networks,False,,False,,
Biological processes,False,,False,,
Biological system modeling,False,,False,,
Biological systems,False,,False,,
Biological techniques,False,,False,,
Biological tissues,False,,False,,
Biology computing,False,,False,,
Biomarkers,False,,False,,
Biomedical communication,False,,False,,
Biomass,False,,False,,
Biomechanics,False,,False,,
Biomedical computing,False,,False,,
Biomechatronics,False,,False,,
Biomedical acoustics,False,,False,,
Biomedical electrodes,False,,False,,
Biomedical applications of radiation,False,,False,,
Biomedical image processing,False,,False,,
Biomedical engineering education,False,,False,,
Biomedical equipment,False,,False,,
Biomedical imaging,False,,False,,
Biomedical microelectromechanical,False,,False,,
systems,False,,False,,
Biomedical monitoring,False,,False,,
Biomedical informatics,False,,False,,
Biomedical optical imaging,False,,False,,
Biomedical materials,False,,False,,
Biomedical transducers,False,,False,,
Biomembranes,False,,False,,
Bionanotechnology,False,,False,,
Biometrics (access control) Biophotonics,False,,False,,
Biophysics,False,,False,,
Biosphere Birefringence,False,,False,,
Biotechnology,False,,False,,
Birth disorders,False,,False,,
Bioterrorism Bismuth,False,,False,,
Bipartite graph Bismuth compounds,False,,False,,
Bipolar integrated circuits,False,,False,,
Bipolar transistor circuits,False,,False,,
Bistable circuits,False,,False,,
Bipolar transistors,False,,False,,
Bistatic radar,True,radar,False,,
Bit rate,False,,False,,
Blanking,False,,False,,
Blast furnaces,False,,False,,
Bleaching,False,,False,,
Bitcoin,False,,False,,
Blind equalizers,False,,False,,
Blacklisting,False,,False,,
Blob detection,False,,False,,
Blood,False,,False,,
Block codes,False,,False,,
Blood flow,False,,False,,
Blood platelets,False,,False,,
Block signalling,False,,False,,
Blood pressure,False,,False,,
Blood pressure measurement,False,,False,,
Blockchain,False,,False,,
Blood pressure variability,False,,False,,
Boilers,False,,False,,
Bolometers,False,,False,,
BNSC,True,BNSC,False,,
Boltzmann distribution,False,,False,,
Boltzmann equation,False,,False,,
Boats,False,,False,,
Body area networks,False,,False,,
Bonding,False,,False,,
Body regions,False,,False,,
Boron,False,,False,,
Bone diseases,False,,False,,
Boron alloys,False,,False,,
Bone tissue,False,,False,,
Bot (Internet),False,,False,,
Bones,False,,False,,
Botnet,False,,False,,
Book reviews,False,,False,,
Boolean algebra,False,,False,,
Bottling,False,,False,,
Boolean functions,False,,False,,
Boundary conditions,False,,False,,
Bovine,False,,False,,
Brachytherapy,False,,False,,
Bragg gratings,False,,False,,
Brain mapping,False,,False,,
Brain modeling,False,,False,,
Brainstem,False,,False,,
Brainstem implants,False,,False,,
Brakes,False,,False,,
Brand management,False,,False,,
Brain stimulation,False,,False,,
Brazing,False,,False,,
Brain ventricles,False,,False,,
Breadboard,False,,False,,
Brightness,False,,False,,
Breast biopsy,False,,False,,
Breast cancer Brightness temperature,False,,False,,
Brillouin scattering,False,,False,,
Breast neoplasms,False,,False,,
Bring your own device,False,,False,,
Breast tissue,False,,False,,
Broadband amplifiers,False,,False,,
Breast tumors,False,,False,,
Broadband antennas,False,,False,,
Browsers,False,,False,,
Brushes,False,,False,,
Broadcast technology Brushless DC motors,True,DC,False,,
Broadcasting,False,,False,,
Brushless machines,False,,False,,
Brushless motors,False,,False,,
Buck converters,False,,False,,
Bromine,False,,False,,
Buffer overflows,False,,False,,
Buffer storage,False,,False,,
Buildings,False,,False,,
Building automation,False,,False,,
Building integrated photovoltaics,False,,False,,
Building materials,False,,False,,
Built-in self-test,False,,False,,
Buoyancy,False,,False,,
Buried object detection,False,,False,,
Business communication,False,,False,,
Business continuity,False,,False,,
Burnishing,False,,False,,
Business data processing,False,,False,,
Burst switching,False,,False,,
Business intelligence,False,,False,,
Business,False,,False,,
Business process management,False,,False,,
C++ languages,False,,False,,
C-band,False,,False,,
Business process re-engineering,False,,False,,
Cable insulation,False,,False,,
Cable shielding,False,,False,,
Butler matrices,False,,False,,
Cable TV,True,TV,False,,
Cables,False,,False,,
Buttocks,False,,False,,
Calcium compounds,False,,False,,
Cache storage,False,,False,,
Cadaver Calculators,False,,False,,
CADCAM,True,CADCAM,False,,
Calculus,False,,False,,
Calibration,False,,False,,
Cadmium Californium,False,,False,,
Call admission control,False,,False,,
Cadmium compounds,False,,False,,
Call conference,False,,False,,
Calorimetry,False,,False,,
Cancer detection,False,,False,,
Cancer drugs,False,,False,,
Cameras,False,,False,,
Canning,False,,False,,
Cams Capability engineering,False,,False,,
Capability maturity model,False,,False,,
Camshafts,False,,False,,
Capability-based security,False,,False,,
Capacitance,False,,False,,
Cancellous bone,False,,False,,
Cancer,False,,False,,
Capacitance-voltage characteristics,False,,False,,
Carbon,False,,False,,
Capacitive sensors,False,,False,,
Capacitive transducers,False,,False,,
Carbon capture and storage,False,,False,,
Carbon compounds,False,,False,,
Capacitors,False,,False,,
Carbon dioxide,False,,False,,
Carbon emissions,False,,False,,
Capacity planning,False,,False,,
Carbon monoxide,False,,False,,
Carbon nanotubes,False,,False,,
Carbon tax Cardiovascular diseases,False,,False,,
Cardiovascular system,False,,False,,
Career development,False,,False,,
Cardiac arrest,False,,False,,
Carotid arteries,False,,False,,
Cardiac disease,False,,False,,
Cataracts,False,,False,,
Cartilage Catheterization,False,,False,,
Catheters,False,,False,,
Cascading style sheets,False,,False,,
Cathode ray tubes,False,,False,,
Casimir effect,False,,False,,
Cathodes,False,,False,,
Cats,False,,False,,
Cast iron,False,,False,,
Cause effect analysis,False,,False,,
Cellular biophysics,False,,False,,
CCD image sensors,True,CCD,False,,
CD recording,True,CD,False,,
Cellular manufacturing,False,,False,,
Cellular networks,False,,False,,
CD-ROM reviews,True,CD-ROM,False,,
CD-ROMs,False,,False,,
Cellular neural networks,False,,False,,
Cellular phones,False,,False,,
Central air conditioning Ceramics,False,,False,,
Central nervous system,False,,False,,
Central office,False,,False,,
Central Processing Unit,False,,False,,
Ceramics industry,False,,False,,
Centralized control,False,,False,,
Cepstral analysis,False,,False,,
Cerebellum,False,,False,,
Cerebral cortex,False,,False,,
Cerebrospinal fluid,False,,False,,
Certification,False,,False,,
Cervical cancer,False,,False,,
Cesium,False,,False,,
Channel hot electron injection,False,,False,,
Chalcogenides,False,,False,,
Channel models,False,,False,,
Change detection algorithms,False,,False,,
Channel rate control,False,,False,,
Channel allocation,False,,False,,
Channel spacing,False,,False,,
Channel bank filters,False,,False,,
Channel capacity,False,,False,,
Channel state information,False,,False,,
Chaotic communication,False,,False,,
Charge carriers,False,,False,,
Character generation,False,,False,,
Character recognition,False,,False,,
Characteristic mode analysis Charge coupled devices,False,,False,,
Charge carrier density,False,,False,,
Charge carrier lifetime,False,,False,,
Charge carrier mobility,False,,False,,
Charge carrier processes Charge measurement,False,,False,,
Charge-coupled image sensors,False,,False,,
Chemical and biological sensors,False,,False,,
Chemical compounds,False,,False,,
Chemical elements,False,,False,,
Charging stations,False,,False,,
Chebyshev approximation,False,,False,,
Chemical industry,False,,False,,
Chemical lasers,False,,False,,
Chemical oxygen iodine lasers,False,,False,,
Chemical processes,False,,False,,
Chemical reactors Chemicals,False,,False,,
Chemistry,False,,False,,
Chemical sensors,False,,False,,
Chemical technology,False,,False,,
Chemotherapy,False,,False,,
Chromatic dispersion,False,,False,,
Chip scale packaging,False,,False,,
Chrome plating,False,,False,,
Chromium,False,,False,,
Chromium alloys,False,,False,,
Chirp Chromosome mapping,False,,False,,
Chirp modulation,False,,False,,
Chronobiology,False,,False,,
Chlorine,False,,False,,
Chlorine compounds,False,,False,,
Cinematography,False,,False,,
Circuit analysis Circuit noise,False,,False,,
Circuit optimization,False,,False,,
Circuit analysis computing,False,,False,,
Circuit simulation,False,,False,,
Circuit breakers,False,,False,,
Circuit stability,False,,False,,
Circuit subsystems,False,,False,,
Circuit synthesis,False,,False,,
Circuit topology,False,,False,,
Circuits,False,,False,,
Circuits and systems,False,,False,,
Clamps,False,,False,,
Circulators,False,,False,,
Classification algorithms,False,,False,,
Classification tree analysis,False,,False,,
Circulatory system,False,,False,,
Cleaning,False,,False,,
Citation analysis,False,,False,,
Cloning,False,,False,,
Climbing robots,False,,False,,
Closed loop systems,False,,False,,
Clinical diagnosis,False,,False,,
Closed-form solutions,False,,False,,
Clothing,False,,False,,
Cloud computing,False,,False,,
Clustering algorithms,False,,False,,
Clustering methods,False,,False,,
Clutter,False,,False,,
Cloud computing security,False,,False,,
CMOS analog integrated circuits,True,CMOS,False,,
Cloud gaming,False,,False,,
CMOS logic circuits,True,CMOS,False,,
CNTFETs,True,CNTFETs,False,,
CMOS memory circuits,True,CMOS,False,,
CMOS process,True,CMOS,False,,
CMOS technology,True,CMOS,False,,
Coagulation,False,,False,,
Cobalt alloys,False,,False,,
Coal industry,False,,False,,
Cochlear implants,False,,False,,
Coal mining,False,,False,,
Coatings,False,,False,,
Code division multiplexing,False,,False,,
Coaxial cables,False,,False,,
Cogeneration,False,,False,,
Codecs,False,,False,,
Codes Cognition,False,,False,,
Cognitive informatics,False,,False,,
Cognitive neuroscience,False,,False,,
Cognitive robotics,False,,False,,
Cold plates,False,,False,,
Cognitive science,False,,False,,
Collaboration,False,,False,,
Cognitive systems,False,,False,,
Collaborative intelligence,False,,False,,
Coherence,False,,False,,
Collaborative software,False,,False,,
Collision avoidance,False,,False,,
Collective intelligence Collision mitigation,False,,False,,
Colloidal crystals,False,,False,,
Colloidal lithography,False,,False,,
Colliding beam accelerators,False,,False,,
Colliding beam devices,False,,False,,
Colonoscopy,False,,False,,
Color,False,,False,,
Combined source-channel coding,False,,False,,
Color TV,True,TV,False,,
Combustion,False,,False,,
Colored noise,False,,False,,
Colossal magnetoresistance,False,,False,,
Command and control systems,False,,False,,
Combinational circuits,False,,False,,
Command languages,False,,False,,
Common Information Model (computing),False,,False,,
Common Information Model (electricity),False,,False,,
Communication effectiveness,False,,False,,
Communication aids,False,,False,,
Communication engineering education,False,,False,,
Communication equipment,False,,False,,
Communication cables,False,,False,,
Communication channels,False,,False,,
Communication networks,False,,False,,
Communication symbols,False,,False,,
Communication system control,False,,False,,
Communication system operations and,False,,False,,
management,False,,False,,
Communication standards,False,,False,,
Communication system security,False,,False,,
Communication system software,False,,False,,
Communication system traffic,False,,False,,
Communication system traffic control,False,,False,,
Communication systems,False,,False,,
Commutation,False,,False,,
Commutators,False,,False,,
Compaction,False,,False,,
Companies,False,,False,,
Company reports,False,,False,,
Compass,False,,False,,
"Components, packaging, and",False,,False,,
manufacturing technology,False,,False,,
Complex networks,False,,False,,
Complex systems,False,,False,,
Composite materials,False,,False,,
Complexity theory,False,,False,,
Compounds,False,,False,,
Compressive stress,False,,False,,
Compressors,False,,False,,
Computational biophysics,False,,False,,
Computational complexity,False,,False,,
Computation theory,False,,False,,
Computational cultural modeling,False,,False,,
Computational and artificial,False,,False,,
intelligence,False,,False,,
Computational efficiency,False,,False,,
Computational fluid dynamics,False,,False,,
Computational geometry,False,,False,,
Computational systems biology,False,,False,,
Computational intelligence,False,,False,,
Computed tomography,False,,False,,
Computational linguistics,False,,False,,
Computer aided analysis,False,,False,,
Computational modeling,False,,False,,
Computer aided engineering,False,,False,,
Computer aided instruction,False,,False,,
Computer aided manufacturing,False,,False,,
Computer crime,False,,False,,
Computer architecture,False,,False,,
Computer displays,False,,False,,
Computer buffers,False,,False,,
Computer graphics,False,,False,,
Computer interfaces,False,,False,,
Computer languages,False,,False,,
Computer hacking,False,,False,,
Computer network management,False,,False,,
Computer network reliability,False,,False,,
Computer networks,False,,False,,
Computer science education,False,,False,,
Computer performance Computer security,False,,False,,
Computer peripherals,False,,False,,
Computer ports,False,,False,,
Computer viruses,False,,False,,
Computer vision,False,,False,,
Computerized instrumentation,False,,False,,
Computerized monitoring,False,,False,,
Computer worms,False,,False,,
Computers and information processing,False,,False,,
Concatenated codes,False,,False,,
Concrete,False,,False,,
Concurrency control,False,,False,,
Concurrent computing,False,,False,,
Concurrent engineering,False,,False,,
Conducting materials,False,,False,,
Conductive adhesives Conference management,False,,False,,
Conductive films Conferences,False,,False,,
Conductivity,False,,False,,
Configuration management,False,,False,,
Conformal mapping,False,,False,,
Conformance testing,False,,False,,
Conductivity measurement,False,,False,,
Connected vehicles,False,,False,,
Construction industry,False,,False,,
Connective tissue,False,,False,,
Connectors,False,,False,,
Consensus algorithm Consumer behavior,False,,False,,
Consortia,False,,False,,
Constellation diagram,False,,False,,
Constraint handling Consumer electronics,False,,False,,
Constraint optimization,False,,False,,
Consumer protection,False,,False,,
Content addressable storage,False,,False,,
Contact resistance,False,,False,,
Contactors Content distribution networks,False,,False,,
Contacts,False,,False,,
Content management,False,,False,,
Containers,False,,False,,
Context awareness,False,,False,,
Continuing professional development,False,,False,,
Continuous improvement,False,,False,,
Context modeling,False,,False,,
Continuous phase modulation,False,,False,,
Continuous production,False,,False,,
Context-aware services,False,,False,,
Continents,False,,False,,
Continuous time systems,False,,False,,
Control equipment,False,,False,,
Contract management,False,,False,,
Contracts,False,,False,,
Control nonlinearities,False,,False,,
Control charts,False,,False,,
Control system analysis,False,,False,,
Control design,False,,False,,
Control system security,False,,False,,
Control engineering,False,,False,,
,False,,False,,
Convolution,False,,False,,
Controllability,False,,False,,
Convection,False,,False,,
Convolutional codes,False,,False,,
Convergence,False,,False,,
Convergence of numerical methods,False,,False,,
Converters,False,,False,,
Convolutional neural networks,False,,False,,
Convolvers,False,,False,,
Coolants,False,,False,,
Copper,False,,False,,
Copper alloys,False,,False,,
Cooperative caching,False,,False,,
Cooperative communication Copper compounds,False,,False,,
Coprocessors,False,,False,,
Copyright protection,False,,False,,
Cooperative systems,False,,False,,
Core dumps,False,,False,,
Core loss,False,,False,,
Coordinate measuring machines,False,,False,,
Corona,False,,False,,
Corrugated surfaces,False,,False,,
Coronary arteriosclerosis,False,,False,,
Corporate acquisitions Cortical bone,False,,False,,
Cosmic rays,False,,False,,
Corpus callosum,False,,False,,
Correlation,False,,False,,
Cost accounting,False,,False,,
Correlation coefficient,False,,False,,
Correlators,False,,False,,
Cost benefit analysis,False,,False,,
Costing,False,,False,,
Coupled mode analysis,False,,False,,
Costs,False,,False,,
Couplers,False,,False,,
Cotton,False,,False,,
Coupling circuits,False,,False,,
Couplings,False,,False,,
Counterfeiting,False,,False,,
Course correction,False,,False,,
Creativity,False,,False,,
Cows,False,,False,,
Credit cards,False,,False,,
Creep,False,,False,,
Criminal law,False,,False,,
Crimping,False,,False,,
Crisis management,False,,False,,
Critical current density,False,,False,,
Cramer-Rao bounds,False,,False,,
Critical current density,False,,False,,
(superconductivity),False,,False,,
Cranes,False,,False,,
Cranial,False,,False,,
Cross layer design,False,,False,,
Cruise control,False,,False,,
Cryobiology,False,,False,,
Cross-cultural communication,False,,False,,
Cryogenic electronics,False,,False,,
Cryogenics,False,,False,,
Cross-site scripting,False,,False,,
Crosstalk,False,,False,,
Crystal microstructure,False,,False,,
Crystalline materials,False,,False,,
Cryptographic hash function,False,,False,,
Cryptographic protocols,False,,False,,
Crystallization,False,,False,,
Cryptography,False,,False,,
Crystallizers,False,,False,,
Crystallography,False,,False,,
Crystals,False,,False,,
Current control,False,,False,,
CubeSat,False,,False,,
Cultural differences,False,,False,,
Current density,False,,False,,
Current distribution,False,,False,,
Curing,False,,False,,
Current limiters,False,,False,,
Customer relationship management,False,,False,,
Current slump,False,,False,,
Current supplies,False,,False,,
Current transformers,False,,False,,
Customer satisfaction,False,,False,,
Current-mode circuits,False,,False,,
Current-voltage characteristics,False,,False,,
Customer services,False,,False,,
Curriculum development,False,,False,,
Cyberattack,False,,False,,
Cyber espionage,False,,False,,
Cybercare,False,,False,,
Cyber terrorism,False,,False,,
Cyberethics,False,,False,,
Cyclic redundancy check codes,False,,False,,
Cyclones,False,,False,,
Cyclotrons,False,,False,,
Cyberspace,False,,False,,
D-HEMTs,False,,False,,
Damascene integration,False,,False,,
Data aggregation,False,,False,,
Damping,False,,False,,
Data analysis,False,,False,,
Dams,False,,False,,
Data assimilation,False,,False,,
Dark current,False,,False,,
Data center power,False,,False,,
Data centers,False,,False,,
Data compression,False,,False,,
Data collection,False,,False,,
Data communication,False,,False,,
Data conversion,False,,False,,
Data dissemination,False,,False,,
Data mining,False,,False,,
Data gloves,False,,False,,
Data handling,False,,False,,
Data models,False,,False,,
Data preprocessing,False,,False,,
Data privacy,False,,False,,
Data processing,False,,False,,
Data storage systems,False,,False,,
Data protection,False,,False,,
Data structures,False,,False,,
Data science,False,,False,,
Data systems,False,,False,,
Data security,False,,False,,
Databases,False,,False,,
Data warehouses,False,,False,,
Database languages,False,,False,,
Database machines Daylighting,False,,False,,
Database systems,False,,False,,
DC generators,True,DC,False,,
DC machines,True,DC,False,,
Dead reckoning,False,,False,,
DC-AC power converters,True,DC-AC,False,,
Deafness,False,,False,,
Death,False,,False,,
Debugging,False,,False,,
Deburring,False,,False,,
DC-DC power converters,True,DC-DC,False,,
Decision making,False,,False,,
Decontamination,False,,False,,
Deconvolution,False,,False,,
Decision support systems,False,,False,,
Decorrelation,False,,False,,
Dedicated short range communication,False,,False,,
Decision theory,False,,False,,
Deep level transient spectroscopy,False,,False,,
Delay estimation,False,,False,,
Deep-space communications Delay lines,False,,False,,
Defense industry Delay systems,False,,False,,
Defibrillation,False,,False,,
Delays,False,,False,,
Delta modulation,False,,False,,
Deformable models,False,,False,,
Degenerative diseases,False,,False,,
Demand forecasting,False,,False,,
Demand response,False,,False,,
Density estimation robust algorithm,False,,False,,
Demand-side management,False,,False,,
Dementia,False,,False,,
